Variablenübersicht (nur generierte und nicht interne Variablen);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Studie;Thema und Fragebogenausschnitt;Unterthema;Varname;;DStyp ID;Datensatztyp;Varlabel;Originalvariable;Dateninfo;SyntaxGenVar;VarLevel; Valuelabel Set;Ausprägungen;Text Dt
GEDA19;Ernährung (1502);Food Frequency Questionnaire (150201);ENcolaBtgl;;17;Abt2_DS;Täglicher Erfrischungsgetränkeverzehr;;"
Neu generierte Variable, die den täglichen Erfrischungsgetränkeverzehr als ""Ja"" oder ""Nein"" darstellt.
Nur wer bei ENcolaB die Kategorie ""1"" angibt, bekommt bei ENcolaBgl ""Ja"". Wer die Kategorie 2 bis 5 angibt, wird mit ""Nein"" kodiert.
Alle andere Werte stehen auf SYSMIS.";"if ENcolaB = 1 then ENcolaBtgl=1;
if ENcolaB in (2 3 4 5) then ENcolaBtgl=2;";Ordinal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Ernährung (1502);Food Frequency Questionnaire (150201);ENpor_k;;17;Abt2_DS;Täglich verzehrte Obst- und/oder Gemüseportionen (kat.);ENobstD ENobstDz1 ENgemD ENgemDz1;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.3.3. Consumption of fruit and vegetables, S.54
Number of portions of fruit and vegetables consumed: Täglich verzehrte Obst- und Gemüseportionen (gebildet aus ENobstD ENobstDz1 ENgemD ENgemDz1), nach EHIS-Vorgabe in 3 Kategorien. Enpor_k auf Missing gesetzt wenn ENobstD >1 und ENobstDz1 nicht beantwortet und ENgemD >1 und ENgemDz1 nicht beantwortet.
Enger Bezug zu ECHI 49 und ECHI 50.
Hier werden die Portionen addiert, falls der tägliche Obst- oder Gemüseverzehr mit ""Ja"" beantwortet wurden.";"/*Calculation of derived variables - Hifsvariablen*/
IF ENobstD=1 AND (ENobstDz1>=1 AND ENobstDz1<=99) THEN DO; DH2p=ENobstDz1;END;
IF (ENobstD>=2 AND ENobstD<=5) THEN DO; DH2p=0;END;
IF ENgemD=1 AND (ENgemDz1>=1 AND ENgemDz1<=99) THEN DO; DH4p=ENgemDz1;END;
IF (ENgemD>=2 AND ENgemD<=5) THEN DO; DH4p=0;END;
DHpor= DH2p+DH4p;

/*Reclassification of final variable: DHporc => ENpor_k*/
IF DHpor=0 THEN DHporc=0;/*0 portions*/
IF (DHpor>=1 AND DHpor<=4) THEN DHporc=1;/*From 1 to 4 portions*/
IF DHpor>=5 THEN DHporc=2;/*5 portions or more*/
Enpor_k=Dhporc;";Ordinal;ENporc1f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;0;Keine Portionen
;;;;;;;;;;;;;1;1 bis 4 Portionen
;;;;;;;;;;;;;2;5 Portionen oder mehr
GEDA19;Ernährung (1502);Food Frequency Questionnaire (150201);ENobgemtgl;;17;Abt2_DS;Täglicher Verzehr von Obst und Gemüse;;"Variable  täglicher Obst und Gemüse-Verzehr
Sowohl Obst als auch Gemüsemüssen täglich verzehrt werden, dann wird die Variable mit ""Ja"" kodiert, sonst mit ""Nein"".
Wenn Angaben in einer der beiden Variablen fehlen (Missing, keine Angabe, weiß nicht), ist die Variable Missing.";"if ENobstD  =1 and ENgemD =1 then ENobgemtgl=1; /*täglich O+G*/
if ENobstD  in (2 3 4 5) and ENgemD in (2 3 4 5) then ENobgemtgl=2;/*seltener als täglich bei O und G*/
if ENobstD  =1 and ENgemD in (2 3 4 5) then ENobgemtgl=2; /*seltener alstäglich nur bei Gemüse*/
if ENgemD  =1 and ENobstD in (2 3 4 5) then ENobgemtgl=2; /*seltenerals täglich nur bei Obst*/";Ordinal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKrausch;;17;Abt2_DS;Rauschtrinken mind. 1 mal pro Monat;AKbingeC;"Wer bei AKbingeC die Kategorie 1 bis 6 angibt, wird bei Akrausch mit ""Ja"" kodiert.
Wer die Kategorien 7 bis 9 angibt hat bei AKrausch ein ""Nein"".
Missing beiAKbingeC sind auf SYSMIS gesetzt bei Akrausch.";"if AKbingeC in (1 2 3 4 5 6) then AKrausch = 1;
if AKbingeC in (7 8 9) then Akrausch = 2;";Ordinal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKoft12_k;;17;Abt2_DS;Alkohol i.d.l. 12 Mon. in 6 Kat.;AKoft12;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.3.5. Alcohol consumption, S.60
Alcohol consumption - drinking status (Alkohol i.d.l. 12 Mon.), nach EHIS-Vorgabe (9 Antwortkategorien) zusammengefasst in 6 Kategorien.
AKoft12_k auf Missing gesetzt, wenn AKoft12 nicht beantwortet wurde.
Verteilung in der Befragungsgruppe zur Häufigkeit des Alkoholkonsums, enger Bezug zu ECHI 46 und ECHI 47.";"if AKoft12 = 1 then AKoft12_k = 1;/*Every day*/
if AKoft12 in (2 3 4) then AKoft12_k = 2;/*Every week*/
if AKoft12 in (5 6) then AKoft12_k = 5;/*Every month*/
if AKoft12 = 7 then AKoft12_k = 7;/*Less than once a month*/
if AKoft12 = 8 then AKoft12_k = 8;/*Not at last 12 months*/
if AKoft12 = 9 then AKoft12_k = 9;/*Never*/
if AKoft12 = . then AKoft12_k = .;";Ordinal;AKoft12k1f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Tägl. Alkoholkonsum
;;;;;;;;;;;;;2;Wöchentl. Alkoholkonsum
;;;;;;;;;;;;;5;Monatl. Alkoholkonsum
;;;;;;;;;;;;;7;Weniger als monatl. Alkoholkonsum
;;;;;;;;;;;;;8;Kein Alkoholkonsum in den letzten 12 Monaten
;;;;;;;;;;;;;9;Kein Alkoholkonsum
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKoft12_k2;;17;Abt2_DS;Alkohol i.d.l. 12 Mon. in 2 Kat.;AKoft12;"Alcohol consumption - drinking status (Alkohol i.d.l. 12 Mon.), 9 EHIS-Antwortkategorien zusammengefasst in 2 Kategorien.
AKoft12_k2 auf Missing gesetzt, wenn AKoft12 nicht beantwortet wurde.
AKoft12_k2: Alkohol i.d.l. 12 Mon. In 2 Kat.=current drinker/abstainer (Abteilungsdatensatz) analog GEDA14";"if AKoft12_k in (1 2 5 7) then AKoft12_k2 = 1;/*Current drinker*/
if AKoft12_k in (8 9) then AKoft12_k2=2;/*Current abstainer*/";Ordinal;AKoft12k3f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Derzeitiger Alkoholkonsum
;;;;;;;;;;;;;2;Kein Alkoholkonsum oder nicht in den letzten 12 Monaten
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKgramm;;17;Abt2_DS;Alkoholmenge pro Tag [Gramm];AKwerk1 AKwerk2 AKwe1 AKwe2;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.3.5. Alcohol consumption/Hazardous alcohol consumption, S.61
(Akgramm) ADV: AQD adjusted for ethanol content: ADV = AQD * Z, where Z = ethanol content (in g) of a standard drink
Z: 07.10.16/K.Manz: Annahme, dass ein Standardgetränk 12g Ethanol beinhaltet.
Mittlerer Alkoholkonsum in Gramm pro Tag für Teilnehmende, die mindestens wöchentlich Alkohol trinken. Akgramm auf Missing gesetzt, wenn AKoft12 nicht beantwortet wurde oder AKoft12 >4.
Berechnung der Variable auf Grundlage der Angaben zur Häufigkeit und zur Menge des konsumierten Alkohols. Es wurde für ein Standardgetränk eine Ethanolmenge von 12g angenommen.";"/*Recoding of variables - Hilfsvariablen
AL2p bis AL5p entsprechen AKwerk1_h1, AKwerk2_h1, AKwe1_h1 und AKwe2_h1
Originalvariablen (AL2 bis AL5) wurden:
1)umcodiert=_h1     entspricht EHIS AL2p bis AL5p und danach
2)transformiert=_h2 entspricht EHIS AL2t bis AL5t und anschl.
3)Getränkezahl u Alkoholmengen abgeleitet*/

AKwerk1_h1 = AKwerk1;
AKwerk2_h1 = AKwerk2;
AKwe1_h1 = AKwe1;
AKwe2_h1 = AKwe2;

/*Hilfsvariablen Missing setzen, wenn die Häufigkeit des Alkohohlkonsums nicht in Tagen angegeben oder (.W .K) sind*/
if AKoft12 > 4 OR AKoft12 in (.W .K) then do; AKwerk1_h1 = .;  AKwerk2_h1 = .; AKwe1_h1 = .;  AKwe2_h1 = .; end;
/*Anzahl der Getränke Missing setzen, wenn die Häufigkeit des Alkoholkonsums (Montag bis Donnerstag) ""An keinem der 4 Tage"" ist,
Anzahl der Getränke Missing setzen, wenn die Häufigkeit des Alkoholkonsums (Freitag bis Sonntag) ""An keinem der 3 Tage"" ist*/
if AKwerk1_h1 = 5 then AKwerk2_h1 = .;
if AKwe1_h1 = 4 then AKwe2_h1 = .;  

/*Umkodierung ""An keinem der 4 Tage"" wird zur 0; unter der Woche, label var AKwerk1_h2 ""Häufigkeit Trinken unter der Woche""*/ 
AKwerk1_h2 = 5 -  AKwerk1_h1;
/*Umkodierung  var Akwerk2_h2 ""Anzahl Getränke unter der Woche""
AL2t bis AL5t = AKwerk1_h2, AKwerk2_h2, AKwe1_h2, AKwe2_h2*/
if  Akwerk2_h1 = 8 then Akwerk2_h2 = 0;
if Akwerk2_h1= 7 then Akwerk2_h2 = 1;
if Akwerk2_h1 = 6 then Akwerk2_h2 = 2;
if Akwerk2_h1 = 5 then Akwerk2_h2 = 3;
if Akwerk2_h1 = 4 then Akwerk2_h2 = 4.5;
if Akwerk2_h1 = 3 then Akwerk2_h2 = 7.5;
if Akwerk2_h1= 2 then Akwerk2_h2 = 12.5;
if Akwerk2_h1 = 1 then Akwerk2_h2 = 18; 
/*Anzahl Getränke=0, wenn Häufigkeit ""an keinem Tag"" war unter der Woche*/
if Akwerk1_h2 = 0 then Akwerk2_h2 = 0;
/*Umkodierung ""An keinem der 4 Tage"" wird zur 0 Wochenende inkl. Freitag, label var Akwe1_h2 ""Häufigkeit Trinken am Wochenende""*/
Akwe1_h2 = 4 - Akwe1_h1;
/*Umkodierung  var Akwe2_h2 ""Anzahl Getränke am Wochenende""*/
if Akwe2_h1 = 8 then Akwe2_h2 = 0;
if Akwe2_h1 = 7 then Akwe2_h2 = 1;
if Akwe2_h1  = 6 then Akwe2_h2 = 2;
if Akwe2_h1  = 5 then Akwe2_h2 = 3;
if Akwe2_h1  = 4 then Akwe2_h2 = 4.5;
if Akwe2_h1  = 3 then Akwe2_h2 = 7.5;
if Akwe2_h1  = 2 then Akwe2_h2 = 12.5;
if Akwe2_h1  = 1 then Akwe2_h2 = 18;  

/*Anzahl Getränke=0, wenn Häufigkeit ""an keinem Tag"" war  Wochenende inkl. Freitag*/
if Akwe1_h2  = 0 then Akwe2_h2   = 0;

/* 1.4 Calculation of derived variables*/
/*WDQ: Total drinks on week days ""Anzahl alk. Getränke unter der Woche"" WDQ=Akwdq*/
Akwdq = AKwerk1_h2 * AKwerk2_h2;
/*WEQ: Total drinks on weekend days ""Anzahl alk. Getränke am Wochenende (inkl. Freitag)"", WEQ=Akweq*/
Akweq = AKwe1_h2 * AKwe2_h2;
/*TWQ: Total weekly quantity ""Alkoholmenge pro Woche (Montag bis Sonntag)"", TWQ=Aktwq*/
Aktwq = AKwerk1_h2 * AKwerk2_h2 + AKwe1_h2 * AKwe2_h2;
/*AQD: Average quantity per day ""mittlere Alkoholmenge pro Tag"", AQD=Akaqd*/
Akaqd = Aktwq / 7;  /*Begrenzung der Nachkommastellen? Nein*/
/*ADV: AQD adjusted for ethanol content: ADV = AQD * Z, where Z = ethanol content (in g) of a standard drink, ADV=Akgramm
Z: 07.10.16 K.Manz: Annahme, dass ein Standardgetränk 12g Ethanol beinhaltet*/
Akgramm = AKaqd * 12;";Scale;;;
;;;;;;;;;;;;;;
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKechi47;;17;Abt2_DS;"Gefährlicher Alkoholkonsum (ECHI 47; > 20/40 g/Tag)";AKwerk1 AKwerk2 AKwe1 AKwe2 AKoft12 AKgramm;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.3.5. Alcohol consumption/Hazardous alcohol consumption, S.62
Calculation of Hazardous alcohol consumption (HAZ, 20g/40g Ethanol als Grenzwerte für Frauen/Männer, Standardgetränk mit 12g Ethanol) (WHO-Einteilung)
Definition: Berechnung des gefährlichen Alkoholkonsums (Grenzwert Reinalkohol pro Tag: Frauen >20g Reinalkohol, Männer > 40 g). Zusammengesetzt aus den Angaben zur Häufigkeit und Menge des Alkoholkonsums i.d.l. 12 Monaten (AKoft12, AKwerk1, AKwerk2, AKwe1, AKwe2). AKechi47 auf Missing gesetzt, wenn AKoft12 nicht beantwortet wurde. Für ein Standardgetränk wurden 12g Reinalkohol angenommen. Wenn in Frage/AKoft12 kein wöchentlicher Alkoholkonsum angegeben wurde, wird AKechi47 auf ""Abstinenzler o. kein regelmäßiger Konsum"" gesetzt. Entspricht dem European Core Health Indicator (ECHI) 47. (Vorgehen nach EHIS-Manual).";"/*HAZ=  AKechi47 und ADV = AKgramm */
 if  (sex = 1 and AKgramm <=40 and AKgramm>=0) or
  (sex = 2 and AKgramm <=20 and Akgramm>=0) then AKechi47 = 2;
 if  (sex = 1 and Akgramm > 40 ) or 
   (sex = 2 and Akgramm > 20 ) then AKechi47 = 1;  
if AKoft12 >=5 then AKechi47 = 3;
if AKoft12 = . Then AKechi47 = .;";Ordinal;AKhaz2f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Wöchentl. riskanter Alkoholkonsum
;;;;;;;;;;;;;2;Kein wöchentl. riskanter Alkoholkonsum
;;;;;;;;;;;;;3;Abstinenzler o. kein regelmäßiger Alkoholkonsum
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKbingeC_k4;;17;Abt2_DS;Heavy episodic drinking, Rauschtrinken (>= 6 alk. Getr. bei einer Gelegenheit);AKbingeC AKoft12;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.3.5. Alcohol consumption/Heavy episodic drinking (HED) (Rauschtrinken), S.62/63
Definition: Zusammenfassung der 9 Kategorien von AKbingeC nach EHIS-Vorgabe in 5 Kategorien (HED). HED (Heavy episodic drinking), Rauschtrinken (>= 6 alk. Getr. bei einer Gelegenheit) und Annahme, dass ein Standardgetränk 12g Ethanol beinhaltet. AKbingeC_k4 auf Missing gesetzt, wenn AKbingeC nicht beantwortet wurde oder AKoft12 Missing. Verteilung der Befragungsteilnehmer nach ihrer Häufigkeit von starkem episodischem Alkoholkonsum/Rauschtrinken (Einnahme von mehr als 60 g reinem Ethanol bei einer einzigen Gelegenheit).";" /*Binge-Drinking (>6 alk. Getr. Bei einer Gelegenheit) AL6p=AKbingeC_h*/
 /*Hilfsvariablen Missing setzen, wenn Angaben (.W .K .E) sind AKbingeC_k4=HED;*/
 AKbingeC_h = AKbingeC; 
 if AKbingeC in (.W .K .E) then AKbingeC_h=.;
 /*Hilfsvariable Missing setzen, wenn kein Alkohol konsumiert wurde o. AKoft12=missing*/
 if AKoft12 > 7 then AKbingeC_h = .;

 if AKbingeC_h = 1 then AKbingeC_k4 = 1; /*Daily*/
 if AKbingeC_h >=2 and AKbingeC_h <=4 then AKbingeC_k4 = 2; /*Weekly (but not daily)*/
 if AKbingeC_h in (5 6) then AKbingeC_k4 = 3; /*Monthly (but not weekly)*/
 if AKbingeC_h = 7 then AKbingeC_k4 = 4; /*Less than monthly*/ 
 if AKbingeC_h in (8 9) or AKoft12 in (8 9) then AKbingeC_k4=5; /*current abstainers included in the calculation*/";Ordinal;AKbingeC5f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Täglich
;;;;;;;;;;;;;2;Wöchentlich (aber nicht täglich)
;;;;;;;;;;;;;3;Monatlich (aber nicht wöchentlich)
;;;;;;;;;;;;;4;Weniger als monatlich
;;;;;;;;;;;;;5;Nie o. nicht im vergangenen Jahr
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKbingeC_k;;17;Abt2_DS;Binge-Drinking (>= 6 alk. Getr. bei einer Gelegenheit) in 4 Kat.;AKbingeC AKoft12;"AKbingeC_k: Binge-Drinking (>0 6 alk. Getr. bei einer Gelegenheit) in 4 Kat., Rauschtrinken (Abteilungsdatensatz)
Definition: Zusammenfassung der 9 Kategorien von AKbingeC in 4 Kategorien (analog GEDA14). HED (Heavy episodic drinking), Rauschtrinken (>= 6 alk. Getr. bei einer Gelegenheit) und Annahme, dass ein Standardgetränk 12g Ethanol beinhaltet.  AKbingeC_k auf Missing gesetzt, wenn AKbingeC nicht beantwortet wurde oder AKoft12 >7. Verteilung der Befragungsteilnehmer nach ihrer Häufigkeit von starkem episodischem Alkoholkonsum/Rauschtrinken (Einnahme von mehr als 60 g reinem Ethanol bei einer einzigen Gelegenheit).";"if AKbingeC_k4 in (1 2) then AKbingeC_k = 1;/*Mind. wöchentlich*/
if  AKbingeC_k4 = 3 then AKbingeC_k = 2;/*Jeden Monat*/ 
if  AKbingeC_k4 = 4 then AKbingeC_k = 3;/*Weniger als monatlich*/ 
if AKbingeC_k4 = 5 then AKbingeC_k = 4;/*Nie o. nicht im vergangenen Jahr*/";Ordinal;AKbingeC1f;;
;;;;;;;;;;;;;1;Mind. wöchentlich
;;;;;;;;;;;;;2;Jeden Monat
;;;;;;;;;;;;;3;Weniger als monatlich
;;;;;;;;;;;;;4;Nie o. nicht im vergangenen Jahr
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKbingeC_k2;;17;Abt2_DS;Binge-Drinking (>= 6 alk. Getr. bei einer Gelegenheit) in 2 Kat.;AKbingeC AKoft12;"AKbingeC_k2: Binge-Drinking (>0 6 alk. Getr. bei einer Gelegenheit) in 2 Kat., monatliches Rauschtrinken ja/nein.
Definition: Zusammenfassung der 9 Kategorien von AKbingeC in 2 Kategorien (analog GEDA14). HED (Heavy episodic drinking), Rauschtrinken (>= 6 alk. Getr. Bei einer Gelegenheit) und Annahme, dass ein Standardgetränk 12g Ethanol beinhaltet.  AKbingeC_2k auf Missing gesetzt, wenn AKbingeC nicht beantwortet wurde oder AKoft12 >7.  Verteilung der Befragungsteilnehmer nach ihrer Häufigkeit von starkem episodischem Alkoholkonsum/Rauschtrinken (Einnahme von mehr als 60 g reinem Ethanol bei einer einzigen Gelegenheit).";"if  AKbingeC_k4  in (1 2 3) then AKbingeC_k2 = 1;/*Ja*/
if  AKbingeC_k4  in (4 5) then AKbingeC_k2 = 2;/*Nein*/";Ordinal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKbingeC_k3;;17;Abt2_DS;Mind. 1 Mal pro Monat Rauschtrinken;AKbingeC AKoft12;"AKbingeC_k3: Rauschtrinken in 2 Kategorien (monatliches Rauschtrinken ja/nein) für Bundeslandvergleich.
Definition: Zusammenfassung der 9 Kategorien von AKbingeC in 2 Kategorien (analog GEDA14). HED (Heavy episodic drinking), Rauschtrinken (>= 6 alk. Getr. Bei einer Gelegenheit) und Annahme, dass ein Standardgetränk 12g Ethanol beinhaltet. AKbingeC_k3 auf Missing gesetzt, wenn AKbingeC nicht beantwortet wurde oder AKoft12 >7.  Verteilung der Befragungsteilnehmer nach ihrer Häufigkeit von starkem episodischem Alkoholkonsum/Rauschtrinken (Einnahme von mehr als 60 g reinem Ethanol bei einer einzigen Gelegenheit).";"if AKbingeC_k in (1 2) then AKbingeC_k3  = 1;/*Mind. monatlich*/
if AKbingeC_k in (3 4) then AKbingeC_k3 = 2;/*Nicht monatlich oder nie*/";Ordinal;AKbingeC2f;;
;;;;;;;;;;;;;1;Mind. monatlich
;;;;;;;;;;;;;2;Nicht monatlich oder nie
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKrisiko;;17;Abt2_DS;Riskanter Alkoholkonsum (>10/20 g/Tag) 3 Kat.;AKoft12 AKgramm;"Definition: Berechnung des riskanten Alkoholkonsums (Grenzwert Reinalkohol pro Tag: Frauen >10g Reinalkohol, Männer > 20 g [1]). Zusammengesetzt aus den Angaben zur Häufigkeit und Menge des Alkoholkonsums i.d.l. 12 Monaten. Für ein Standardgetränk wurden 12g Reinalkohol angenommen. Wenn bei AKoft12 kein wöchentlicher Alkoholkonsum angegeben wurde, wird Akrisiko auf ""Abstinenzler o. kein regelmäßiger Konsum"" gesetzt. Akrisiko auf Missing gesetzt, wenn AKoft12 nicht beantwortet wurde.
Burger M, Bronstrup A, Pietrzik K (2004) Derivation of tolerable upper alcohol intake levels in Germany: a systematic review of risks and benefits of moderate alcohol consumption. Prev Med 39(1):111-127";"if ((sex=1 and (AKgramm <=20 and AKgramm >=0)) or (sex=2 and (Akgramm <=10 and AKgramm >=0)))  then AKrisiko  = 2;/*Kein wöchentl. riskanter Alkoholkonsum*/
if ((sex = 1 and AKgramm > 20 ) or (sex = 2 and Akgramm > 10)) then Akrisiko = 3;/*Riskanter Alkoholkonsum*/
if  AKoft12 >=5 then Akrisiko = 1;/*Abstinenzler o. kein regelmäßiger Konsum*/
if  AKoft12 = . Then Akrisiko = .;
if AKoft12 in (.K .W) then AKrisiko = .;";Ordinal;AKrisiko2f;;
;;;;;;;;;;;;;1;Abstinenzler o. kein regelmäßiger Konsum
;;;;;;;;;;;;;2;Kein wöchentl. riskanter Alkoholkonsum
;;;;;;;;;;;;;3;Riskanter Alkoholkonsum
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKrisiko_k;;17;Abt2_DS;Riskanter Alkoholkonsum (>10/20 g/Tag) 2 Kat.;AKoft12 AKgramm AKriskiko;"Riskanter Alkoholkonsum (>10/20 g/Tag) in 2 Kat.nach  biologischem Geschlecht (sex).
Falls Akrisiko die Kategorie ""Abstinenzler o. kein regelmäßiger Konsum"" oder ""Kein wöchentl. riskanter Alkoholkonsum"" hat, wird Akrisiko_k mit ""Nein"" kodiert.
Falls Akrisiko mit ""Riskanter Alkoholkonsum"" kodiert wurde, ist Akrisiko_k ""Ja"".";"if Akrisiko in (1 2) then Akrisiko_k=2;
if Akrisiko=3 then Akrisiko_k=1;";Ordinal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKrisiko2;;17;Abt2_DS;Riskanter Alkoholkonsum (>10/20 g/Tag) 4 Kat.;AKoft12 AKgramm;"Definition: Berechnung des riskanten Alkoholkonsums (Grenzwert Reinalkohol pro Tag: Frauen >10g Reinalkohol, Männer > 20 g [1]). Zusammengesetzt aus den Angaben zur Häufigkeit und Menge des Alkoholkonsums i.d.l. 12 Monaten (Fragen 121-125). Für ein Standardgetränk wurden 12g Reinalkohol angenommen. Wenn bei AKoft12 kein wöchentlicher Alkoholkonsum angegeben wurde, wird AKrisiko auf ""Abstinenzler o. kein regelmäßiger Konsum"" gesetzt. Die Variable zum Risikokonsum (AKrisiko) wird bei AKrisiko2 in vier anstatt drei Kategorien ausgegeben. AKrisiko2 auf Missing gesetzt, wenn AKoft12 nicht beantwortet wurde. 
Burger M, Bronstrup A, Pietrzik K (2004) Derivation of tolerable upper alcohol intake levels in Germany: a systematic review of risks and benefits of moderate alcohol consumption. Prev Med 39(1):111-127";"if AKoft12_k = 8 or AKoft12_k = 9 then AKrisiko2 = 1;/*Nie-Trinker*/
if AKoft12_k = 5 or AKoft12_k = 7 then AKrisiko2 = 2;/*Kein wöchentl. Konsum*/
if AKrisiko = 2 then AKrisiko2 = 3;/*Kein wöchentl. riskanter Konsum*/ 
if Akrisiko = 3 then AKrisiko2 = 4;/*Riskanter Alkoholkonsum*/";Ordinal;AKrisiko3f;;
;;;;;;;;;;;;;1;Nie-Trinker
;;;;;;;;;;;;;2;Kein wöchentl. Konsum
;;;;;;;;;;;;;3;Kein wöchentl. riskanter Konsum
;;;;;;;;;;;;;4;Riskanter Alkoholkonsum
GEDA19;Alkohol (1504);Alkohol allgemein (150400);AKrisk;;17;Abt2_DS;Kein riskanter Alkoholkonsum;AKoft12 AKgramm AKrisiko;"Umkodierung von AKrisiko. Wenn Akrisiko mit ""Riskanter Alkoholkonsum"" kodiert wurde, dann ist Akrisk ""Nein"".
Wenn AKrisiko ""Abstinenzler oder kein regelmäßiger/wöchentlicher riskanter Alkoholgenuss"" ist, dann ist AKrisk  ""Ja"".


Akrisk ist Missing, wenn AKrisiko Missing ist.";" if AKrisiko=3 then  AKrisk=2;
 if AKrisiko = 1 or AKrisiko =2  then AKrisk =1;";Ordinal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Rauchen (1505);Rauchen allgemein (150500);RCstatE_k2;;17;Abt2_DS;Rauchstatus in 3 Kat.;RCstatE;"EHIS Wave 3_Data Delivery Guidelines.pdf:  Smoking, Type of tobacco smoking behaviour, S.31
nach EHIS-Vorgabe in 3 Kategorien. Missing: wenn RcstatE nicht angegeben wurde.";"/*Type of tobacco smoking behaviour*/
if RCstatE=1 then RCstatE_k2=1;/*Daily smoking*/
if RCstatE=2 then RCstatE_k2 =2;/*Occasional smoking*/
if RCstatE in (3 4) then RCstatE_k2=3;/*No smoking*/
if RCstatE in (.W .K .E) then RCstatE_k2 = .;";Ordinal;RCstatE_k2f;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Tägliches Rauchen
;;;;;;;;;;;;;2;Gelegentliches Rauchen
;;;;;;;;;;;;;3;Nichtraucher
GEDA19;Rauchen (1505);Rauchen allgemein (150500);RCstatE_k3;;17;Abt2_DS;Aktuell Raucher;RCstatE;"Neu generierte Variable, die darstellt, ob jemand aktuell raucht.
Wer bei RCstatE ""Ja, täglich"" oder ""Ja, gelegentlich"" angibt, wird bei RCstatE_k3 mit ""Ja""kodiert. Wer ""Nein, nicht mehr"" oder ""Habe noch nie geraucht"" sagt, wird mit ""Nein"" kodiert.
Alle andere Werte stehen auf SYSMIS.";"if RCstatE in (1 2) then RCstatE_k3=1;
if RCstatE in (3 4) then RCstatE_k3=2;";Ordinal;JaNein;;
